Asteroid_ID,Est_Diameter_Min,Est_Diameter_Max,Relative_Velocity,Miss_Distance,Absolute_Magnitude,Orbit_ID,Orbit_Uncertainity,Hazardous
2199003,0.620233153,1.3868834919,69561.2708249321,62937916.19976961,18.16,97,1,true
2202683,0.2914439045,0.6516883822,100051.1907767532,68962661.70385508,19.8,29,1,true
2206378,0.4859090375,1.0865256386,24598.1970410131,13965988.5577918,18.69,172,0,true
2207398,0.2231284644,0.4989304142,94693.0600598105,50156041.14340772,20.38,71,0,true
2208115,0.1925550782,0.4305662442,44713.4537712157,44272703.923526965,20.7,29,0,true
2208617,0.6991252322,1.5632915441,83477.4392930911,11980554.723937511,17.9,86,0,false
2215588,0.3536347843,0.7907514169,132633.864893651,72477445.70776068,19.38,95,0,true
2216523,0.2016299194,0.4508582062,31835.3496769777,31738662.64686544,20.6,67,0,true
2221787,0.1460679643,0.3266178974,9553.8490974563,54026845.65319261,21.3,24,0,false
2221980,0.4212646106,0.9419763057,85612.9275653105,54255472.47260495,19,24,0,true
2222073,0.6676594135,1.4929318344,66717.3998118434,66055943.49468493,18,113,0,false
2226514,0.2538370294,0.5675968529,77857.4827609268,8340102.390679031,20.1,54,0,true
2228587,0.3392774354,0.7586474087,44765.1700362479,52045492.16108172,19.47,34,0,false
2229672,0.6959130436,1.5561088719,106955.5054660859,60421576.0109706,17.91,56,0,false
2230111,0.4023045798,0.8995803882,46055.704244769,6481999.516904809,19.1,113,0,true
2230549,0.2111324448,0.4721064988,32425.8318511786,9652302.022236768,20.5,45,0,true
2230599,0.7055941584,1.5777565026,81130.6575597974,58370936.624404095,17.88,27,0,false
2232691,0.2809020939,0.6281161771,68112.6459622531,42271264.52380266,19.88,95,0,true
2234145,0.1401376972,0.3133574171,46387.8270090353,18325939.132231552,21.39,57,0,true
2235756,0.4949427609,1.1067256584,93605.9672967253,46401682.5086066,18.65,55,0,true
2242187,0.67383719,1.5067457626,17123.5760351555,43041994.17122243,17.98,108,0,false
2242643,0.8882904164,1.9862777548,158623.718271367,64236053.91578329,17.38,73,0,true
2247517,0.3210369174,0.7178603705,58648.6824896596,56746489.99059246,19.59,69,0,false
2250680,0.3151773333,0.7047579421,87968.3442350447,70722508.81629159,19.63,31,0,true
2251722,0.3051792326,0.6824015094,46872.5960118013,37758391.08718472,19.7,40,0,true
2264993,0.2315021222,0.5176544822,31238.0220801665,18279892.86296619,20.3,42,0,true
2265482,0.1543671822,0.3451755128,32955.7666111289,70727760.97311048,21.18,55,0,true
2267136,0.439091446,0.9818383215,31277.9397524888,52935166.3718285,18.91,76,0,false
2267221,0.3009920165,0.6730386097,85390.4862808528,10825987.968695989,19.73,80,0,true
2267337,0.6464798256,1.4455728362,49299.6670759678,61260820.61518272,18.07,108,0,true
2267720,0.4431543091,0.9909231597,81197.1486550368,19512100.40410496,18.89,54,0,true
2267729,0.5788352575,1.2943149835,66227.2556387962,14854011.507249516,18.31,74,0,true
2267940,0.2325706875,0.5200438667,43988.970847608,44080304.87621744,20.29,33,0,false
2271480,0.7844314124,1.7540419619,65822.1328450436,9859715.459768852,17.65,146,0,false
2275714,0.4748483974,1.0617932956,77123.7755436949,38457103.63183628,18.74,45,0,false
2277475,0.2658,0.5943468684,73588.7266634981,61438126.52395093,20,89,0,true
2277570,0.3602093458,0.8054525833,59951.2591118682,15007763.306185164,19.34,47,0,true
2277830,0.1925550782,0.4305662442,80142.9255384739,73989816.10069294,20.7,66,1,false
2279744,0.3051792326,0.6824015094,55657.907452624,13870328.828131352,19.7,39,0,true
2285179,0.3841978911,0.8590926012,53801.4168952934,50562039.97888702,19.2,37,0,false
2286079,0.385971268,0.8630579925,69071.3527284299,24644840.259519063,19.19,61,0,false
2286080,0.1572370824,0.3515928047,37808.3785895838,22568301.15827712,21.14,25,0,true
2293726,0.0802703167,0.1794898848,60023.1119445486,51211977.46944613,22.6,38,0,false
2297274,1.1602590821,2.5944181791,69350.8568617699,25813935.66069925,16.8,78,0,true
2297418,0.5064714588,1.1325046106,30986.0488641536,64192666.55417995,18.6,119,0,true
2301844,0.3195618867,0.7145621017,84337.4568962837,46941247.2741114,19.6,40,0,true
2302169,0.2954982931,0.6607542706,74711.6072389094,36340058.648364,19.77,22,0,true
2302830,0.4683332331,1.0472249454,49017.0963529616,40948499.25844024,18.77,49,0,false
2306383,0.135692229,0.303417048,56545.0822329437,6168069.688211278,21.46,30,0,true
2307493,0.5135171787,1.1482593191,58014.9961192512,38462563.26594108,18.57,41,0,true
2308242,1.3885290704,3.1048453901,87871.756438075,74460451.34378804,16.41,75,0,true
2308635,0.1243240006,0.2779969165,52076.914636486,53537927.27649588,21.65,126,0,true
2309662,0.2914439045,0.6516883822,72369.3866028268,73313495.91873512,19.8,80,1,false
2310442,0.2848098313,0.6368541435,33163.1060000277,29867634.29272641,19.85,81,0,true
2310842,0.2968622513,0.6638041738,33043.2797931302,18334012.600160137,19.76,94,0,false
2311044,1.0059003902,2.249261651,132643.2284246214,30024828.727605227,17.11,34,0,true
2315508,0.2424124811,0.5420507863,53347.4038346576,71952907.7790212,20.2,31,0,false
2322705,0.3986162293,0.8913329856,68358.707404943,24085038.761828307,19.12,30,0,false
2326291,0.4174024334,0.933340215,75762.6273157943,70522260.86241613,19.02,33,0,false
2329437,0.3618719966,0.8091703835,51148.4480309207,41764711.22107504,19.33,149,0,true
2329520,0.2914439045,0.6516883822,39418.5342512034,21670632.168081377,19.8,85,0,false
2329614,0.7354530894,1.644523102,85386.7744381069,48995468.7218359,17.79,89,0,true
2333478,0.620233153,1.3868834919,81317.0806762018,47509466.15027408,18.16,29,0,false
2333578,0.2503542548,0.5598091321,68139.4756791269,67738694.89602333,20.13,83,0,true
2333707,0.3424167308,0.7656670868,26373.4412002966,55315149.732739285,19.45,48,0,false
2337084,0.3151773333,0.7047579421,10984.6695668045,54528550.59367206,19.63,62,0,false
2337118,0.5977987142,1.3367185619,124552.5798701592,67100975.99101393,18.24,51,0,false
2342866,0.2538370294,0.5675968529,116258.207845941,68560541.11835659,20.1,51,0,true
2347813,0.77366861,1.729975604,38081.5547275303,58630742.901158,17.68,236,0,false
2348314,0.6991252322,1.5632915441,93355.4574530683,68846163.87353106,17.9,60,0,true
2349507,0.5182686946,1.1588840318,108534.8579025074,53863147.241478525,18.55,73,0,true
2350523,0.1572370824,0.3515928047,55173.513074315,51580434.390333615,21.14,47,0,true
2350964,0.5352479056,1.1968507018,102041.6195420363,45671056.803860046,18.48,48,0,false
2351278,0.4726666672,1.0569147985,74157.4855968865,68700210.94067383,18.75,43,0,false
2352102,0.3424167308,0.7656670868,100609.2264859175,7500449.818115635,19.45,26,0,true
2354182,0.1925550782,0.4305662442,22667.5030826129,15595261.84720069,20.7,34,0,true
2356991,0.4411182,0.9863702813,59427.6648118877,35679997.869942,18.9,52,0,true
2357022,0.4116754573,0.9205343072,101810.5614722732,64516646.92129221,19.05,71,0,true
2357439,0.3585543342,0.8017518649,43805.3321022318,58535069.90216648,19.35,94,0,true
2358471,0.4023045798,0.8995803882,47247.4425611358,34411052.3531648,19.1,30,0,true
2359170,0.2658,0.5943468684,53898.168565467,31234555.912583143,20,24,1,true
2363305,0.1414343753,0.3162568776,16583.1280989207,5694556.526172478,21.37,91,0,true
2363505,0.573528464,1.2824486324,49242.1567458845,66097234.8405317,18.33,236,0,true
2363599,0.163137941,0.3647875257,102793.5548368448,22885266.47735082,21.06,60,0,true
2363790,0.7154099509,1.599705282,46656.475608101,5378126.273800406,17.85,130,0,true
2365014,0.2424124811,0.5420507863,76690.9311878902,18665496.257879253,20.2,52,1,true
2365071,0.6376097899,1.4257388333,89450.36317399,53275173.87682362,18.1,147,0,true
2365424,0.1108038821,0.2477650126,73569.824247596,64917926.82660044,21.9,26,1,true
2366746,0.2469192656,0.5521282628,79333.8427868915,36218517.93368144,20.16,38,0,true
2367248,0.2658,0.5943468684,77540.451738566,74417680.96867995,20,51,1,true
2368790,0.2901048414,0.648694146,51735.2970581564,64551696.92432428,19.81,41,0,false
2369057,0.1460679643,0.3266178974,95486.2973623069,40835588.88975732,21.3,33,0,true
2373135,0.3346223745,0.7482383761,96749.3251754978,71346515.61045638,19.5,63,0,true
2374158,0.4859090375,1.0865256386,124547.774292491,52274118.80097661,18.69,54,0,true
2376707,1.1080388213,2.4776501261,76854.9706478294,50698229.40675871,16.9,46,0,false
2376788,0.3503926411,0.7835017643,44518.6505280319,44170996.41573583,19.4,50,0,false
2378160,0.3080030213,0.6887156928,56073.8253878388,34539285.85215436,19.68,48,0,true
2378358,0.3669061375,0.8204270649,66655.4654958113,44506212.94422569,19.3,38,0,true
2380636,0.2996090839,0.6699462782,74260.5171033517,62361964.47506855,19.74,53,0,true
2382406,0.2210828104,0.4943561926,59782.2956206168,65346490.52607736,20.4,28,0,true
2382745,0.2315021222,0.5176544822,39196.8566813041,28232131.448814984,20.3,50,0,true
2382758,0.2424124811,0.5420507863,23834.8047157998,6352640.278983712,20.2,88,0,true
2385186,0.7808272775,1.7459828712,45243.8608660916,38587952.89446216,17.66,207,0,true
2385252,0.3503926411,0.7835017643,89979.0242232517,15900605.3565477,19.4,29,0,true
2385605,0.4212646106,0.9419763057,44349.888372188,32133056.45749907,19,57,0,true
2386454,0.2658,0.5943468684,100749.4062241568,33302469.110882163,20,28,0,true
2386847,0.6405528629,1.4323197447,62833.715848219,40516836.92332221,18.09,60,0,true
2387668,0.2210828104,0.4943561926,61041.7832655042,4595147.552785041,20.4,38,0,true
2387816,0.3503926411,0.7835017643,78348.2863955551,72191984.95211962,19.4,41,0,false
2388188,0.4154846434,0.9290519063,113198.9017959122,21939857.291288134,19.03,75,0,true
2388945,0.2170475943,0.4853331752,74124.0681426702,63730463.43990677,20.44,82,0,true
2393569,0.2315021222,0.5176544822,79577.9982227128,66774152.98013573,20.3,82,0,false
2395207,0.3108529381,0.6950883007,83403.594023341,51398680.63769456,19.66,63,0,true
2398188,0.3503926411,0.7835017643,64793.5677084254,65885882.924916334,19.4,62,0,true
2401954,0.4619074603,1.0328564805,41922.4000043689,56182442.23216069,18.8,34,1,true
2405212,0.6554732558,1.4656827575,48399.6832411234,65542075.69386237,18.04,52,0,true
2406213,0.2315021222,0.5176544822,42231.5967500273,2086040.376121169,20.3,68,0,true
2406952,0.9650614696,2.1579430484,121830.6180350869,67176348.7385639,17.2,28,0,false
2409266,0.1529519353,0.3420109247,20894.8544177834,16624276.764950704,21.2,34,0,false
2409836,0.634680239,1.4191881584,100905.8042749957,74687733.69722313,18.11,45,0,true
2411165,0.1067959975,0.2388031102,98314.0814087057,63995212.54996376,21.98,18,0,true
2413260,0.3424167308,0.7656670868,65012.7334790304,71408318.1557012,19.45,67,0,true
2413563,0.8064082768,1.8031837245,42428.6513436211,44743652.7237576,17.59,33,1,false
2413577,0.2424124811,0.5420507863,57823.6224597559,37615262.27787713,20.2,74,0,true
2414286,0.5111577815,1.1429835468,57277.3623667153,40257823.99399249,18.58,55,1,true
2415949,0.3720103103,0.8318403423,57514.8174526854,34254141.36137027,19.27,45,0,false
2416224,0.6707411893,1.4998228946,38525.347418549,48354423.80738277,17.99,97,0,false
2416801,0.3122877701,0.6982966825,63371.5289209638,69835210.71339339,19.65,54,0,true
2417211,0.5895966084,1.3183780956,36742.3114137595,26616600.98269343,18.27,71,0,true
2417217,0.3195618867,0.7145621017,48852.2531712888,36309491.37542605,19.6,43,1,true
2417419,0.1772372393,0.3963145151,21934.3968479954,56066542.43428179,20.88,51,0,true
2417816,0.2315021222,0.5176544822,33654.3505180528,39991198.32825422,20.3,41,0,true
2417871,0.6033300776,1.3490870665,88695.0993052343,72902116.15259041,18.22,46,0,true
2418094,0.3195618867,0.7145621017,70372.0544026187,64937778.88282348,19.6,72,0,true
2418797,0.3503926411,0.7835017643,56317.2795226516,41148292.73398663,19.4,62,0,false
2418849,0.2140695897,0.4786741544,82930.0398188054,60288084.745242015,20.47,39,0,true
2419472,0.2658,0.5943468684,46456.54793888,69383075.96960503,20,48,0,true
2419624,0.2101623793,0.4699373665,42877.6495396276,38592774.70308842,20.51,75,0,true
2423321,0.1838886721,0.411187571,22845.3453105442,2433586.282343252,20.8,67,0,true
2423709,0.2968622513,0.6638041738,41023.5728756666,5535713.881801153,19.76,94,0,true
2424482,0.3080030213,0.6887156928,23634.2146289351,63708856.60066863,19.68,43,0,true
2427684,0.2424124811,0.5420507863,82668.293925642,48379107.81496766,20.2,49,0,false
2428694,0.3536347843,0.7907514169,124683.7576632854,69309203.61389223,19.38,50,0,false
2429584,0.2914439045,0.6516883822,115509.7402891636,74739278.21180353,19.8,50,0,true
2433953,0.1925550782,0.4305662442,18757.8905634001,23287013.45712877,20.7,77,0,true
2434154,0.2914439045,0.6516883822,47372.8021937251,49402967.99403173,19.8,42,0,false
2434188,0.3931470096,0.8791034386,60780.4302937572,68708504.42218982,19.15,30,0,true
2434326,0.5254785303,1.1750057146,45797.7924477821,7531339.504383011,18.52,33,1,true
2436774,0.5352479056,1.1968507018,48012.3728189712,54814388.00683019,18.48,40,1,true
2437905,0.2914439045,0.6516883822,68217.8455545286,15438533.200249908,19.8,29,0,true
2438105,0.4949427609,1.1067256584,82860.4991218248,24925762.170904957,18.65,64,0,true
2438661,0.3669061375,0.8204270649,38894.6918986621,68885249.59326193,19.3,35,0,true
2438908,0.1970402621,0.4405954204,90155.6349145135,63630195.018745646,20.65,68,0,true
2438955,0.1654074158,0.3698622257,29380.0045828253,53301598.4257064,21.03,57,0,true
2440212,0.4472547654,1.0000920588,25784.9753783225,8124362.874255079,18.87,108,0,true
2442037,0.3824326621,0.8551454293,76190.8906249499,27921874.03839293,19.21,82,0,true
2443103,0.67383719,1.5067457626,51518.4781756349,16977798.926561844,17.98,115,0,true
2444193,0.6259720997,1.3997161669,47412.3184644406,15257408.2822574,18.14,60,0,true
2446791,0.5815070396,1.30028927,66791.2061479154,14721869.419831105,18.3,50,0,true
2446833,0.1677084622,0.3750075218,46444.1890143038,12528055.940681769,21,47,0,false
2446862,0.2315021222,0.5176544822,24767.1374009538,10987656.202676084,20.3,22,0,true
2446924,0.2492039814,0.5572370428,43483.6068478538,13156122.910797074,20.14,73,0,false
2450259,0.3122877701,0.6982966825,31073.413158588,58528369.41356918,19.65,72,0,false
2450270,0.2016299194,0.4508582062,46363.6706038582,16079974.564018318,20.6,27,0,true
2450894,0.6317641482,1.4126675811,46961.809522663,2255980.983357805,18.12,67,0,true
2451003,0.3503926411,0.7835017643,43617.3107982026,17554679.95323135,19.4,42,0,true
2451157,0.1756123185,0.3926810818,17870.9052876759,49077830.89130927,20.9,56,0,true
2451370,0.1332155667,0.2978790628,28337.4561940083,61348246.71743495,21.5,43,0,true
2452397,0.2538370294,0.5675968529,4871.8479862216,46439724.05016464,20.1,32,0,false
2455148,0.160160338,0.358129403,41869.795008636,17564967.379877213,21.1,69,0,true
2455176,0.1899131235,0.4246586539,133216.4743165159,55023720.8747931,20.73,29,0,true
2455184,0.1508533561,0.3373183589,47483.6367835681,41055218.53423297,21.23,41,0,true
2455299,0.6676594135,1.4929318344,45948.0708817826,15589395.32184928,18,96,0,true
2455594,0.6991252322,1.5632915441,135849.7168068071,57415178.81120693,17.9,44,0,false
2457768,0.5630603897,1.2590413069,61001.4826132776,30013571.11389305,18.37,31,0,true
2458116,0.2424124811,0.5420507863,109437.6896984898,49309065.08191741,20.2,31,2,true
2458418,0.3346223745,0.7482383761,78550.8153760303,28784974.760617573,19.5,26,0,true
2458452,0.2874451443,0.6427468824,23850.4137905777,31776354.997075327,19.83,33,1,false
2459462,0.2694976463,0.602615057,52386.5802495218,58636663.326621965,19.97,55,0,false
2462238,0.2016299194,0.4508582062,58315.8699669712,69588556.16882288,20.6,58,1,true
2462550,0.3180936332,0.7112789871,86636.7866747588,55028453.98684224,19.61,44,0,true
2465617,0.1394938229,0.3119176705,23657.5888763704,4913134.400914037,21.4,22,0,true
2465633,0.2251930467,0.5035469604,74345.262707088,57943615.41003647,20.36,32,0,true
2465824,0.1209358264,0.2704207287,90532.1815248301,68009956.86902907,21.71,38,0,true
2466130,0.5950520786,1.330576898,155957.3797191203,62718896.8697242,18.25,37,0,true
2467336,0.2111324448,0.4721064988,23682.5314430531,15858192.909303362,20.5,70,0,true
2468448,0.7287104149,1.6294460236,26070.4861529181,56552656.494186856,17.81,116,0,false
2468727,0.1864468183,0.41690776,98405.1387276908,61084228.2882544,20.77,29,0,true
